genre,tconst,titleType,title,isAdult,startYear,endYear
comedy,4628542,tv_episode,Rock leave.,1,1940,1966
horror,3737755,tv_episode,Available civil.,1,1997,2013
adventure,2747580,tv_episode,Brother spring too.,0,1996,2011
comedy,5270506,tv_episode,Successful moment entire.,0,2006,2011
action,9334625,movie,Task bill avoid firm.,1,1990,2007
comedy,9407151,tv_episode,Term compare capital.,0,2003,2011
adventure,3974010,tv_episode,Take movie federal.,1,1990,2001
adventure,2041527,tv_episode,Art this throughout.,1,1952,1959
romance,5733519,tv_episode,Especially fact.,1,1951,1963
adventure,2372079,tv_episode,Loss out remain.,1,1906,1938
adventure,8228037,tv_series,To soldier.,0,1970,2024
comedy,7513578,tv_episode,Accept fear head.,1,2004,2022
drama,8508816,tv_episode,Very word.,1,2021,2022
scifi,8333550,tv_episode,Interesting us.,1,2006,2008
scifi,5382287,movie,Very since.,1,2020,2024
fantasy,1479396,tv_episode,Born kid.,0,1987,1993
adventure,9372226,movie,Wall group turn city.,1,1944,2005
horror,4115264,tv_episode,Sit learn case.,1,1902,1963
comedy,9700666,tv_episode,Recent detail nothing happy.,0,1956,2021
scifi,2953256,tv_episode,Movement measure yard.,0,1980,1999
