tconst,ordering,nconst,category,characterName
8553594,1,53613,main_character,Gregory Woods
8553594,2,71171,side_character,Kenneth Smith
8553594,3,93227,guest,Crystal Wright
7655995,1,46890,main_character,Laura Smith
7655995,2,94058,side_character,Anthony Williams
7655995,3,12450,guest,Christopher Roy
6585482,1,99156,main_character,Natalie Morrison
6585482,2,69422,side_character,Jason Smith
6585482,3,23199,guest,Zachary Goodman
5544430,1,68172,main_character,Randy Turner
5544430,2,45395,side_character,Jacob Lloyd
5544430,3,49046,guest,Anthony Bradshaw
3728507,1,18173,main_character,William Hawkins
3728507,2,36702,side_character,Steven Bradley
3728507,3,85542,guest,Evelyn White
5025774,1,74982,main_character,Jade Perez
5025774,2,78440,side_character,Dawn Best
5025774,3,71903,guest,William Lane
5267640,1,64226,main_character,Michael Navarro
5267640,2,30194,side_character,Hayley Stewart
5267640,3,12854,guest,Francisco Benson
5391774,1,19724,main_character,Amanda Wise
5391774,2,79637,side_character,Timothy Peterson
5391774,3,50966,guest,Carlos Nguyen
4650622,1,60112,main_character,Steven Stephens
4650622,2,50951,side_character,Marc Serrano
4650622,3,14536,guest,Johnny Knight
8111508,1,54570,main_character,Margaret Espinoza
8111508,2,45395,side_character,Brandon Griffin
8111508,3,60779,guest,Sharon Jones
5615127,1,75323,main_character,Darren Ball
5615127,2,74487,side_character,Daniel Everett
5615127,3,64623,guest,Barbara Johnson
8359427,1,20517,main_character,Brandi Porter
8359427,2,36523,side_character,Rebecca Clark
8359427,3,78288,guest,Edwin Ryan
5209355,1,12061,main_character,Ashley Coleman
5209355,2,14536,side_character,Stephanie Mendez
5209355,3,65853,guest,Shawn Carter
1396911,1,57994,main_character,Dorothy Whitaker
1396911,2,61613,side_character,Cynthia Joseph
1396911,3,34063,guest,Ashlee Huynh
1431388,1,82045,main_character,Anna Valentine
1431388,2,89629,side_character,Michael Smith
1431388,3,97182,guest,Frank Pope
2676333,1,23838,main_character,Thomas Jackson
2676333,2,97874,side_character,Daniel Wells
2676333,3,43268,guest,Rachael Johnson
3303275,1,95224,main_character,Oscar Wilkins
3303275,2,25091,side_character,David Peterson
3303275,3,19023,guest,Lauren Jimenez
5340837,1,21269,main_character,William Ford
5340837,2,37532,side_character,Jessica Harris
5340837,3,60640,guest,Jeanette Hansen
5035665,1,95075,main_character,Rachel Giles
5035665,2,11262,side_character,John Wilson
5035665,3,88028,guest,Leslie Castaneda
1600748,1,48628,main_character,David Bates
1600748,2,85043,side_character,Maria Garcia
1600748,3,55400,guest,Jeffrey Bender
3818568,1,43499,main_character,Melissa Williams
3818568,2,98258,side_character,David Patterson
3818568,3,88608,guest,Colin Lee
4886514,1,99156,main_character,Jacqueline Bell
4886514,2,36505,side_character,Alexandra Hogan
4886514,3,11957,guest,Sally Brown
8429628,1,87669,main_character,Debbie Long
8429628,2,38441,side_character,Jimmy Hernandez
8429628,3,90200,guest,Jeffrey Baker
5089091,1,94689,main_character,Mary Lopez
5089091,2,10738,side_character,Megan Wilkinson
5089091,3,85328,guest,Thomas Jenkins
9066851,1,55840,main_character,Taylor Chapman
9066851,2,16475,side_character,Diana Williams
9066851,3,78137,guest,Beth Horton
4893718,1,36089,main_character,Christopher Martinez
4893718,2,51745,side_character,Austin Rodgers
4893718,3,92778,guest,Jeffrey Rivera
8411964,1,50617,main_character,Peggy Nielsen
8411964,2,34165,side_character,Mike Ray
8411964,3,50691,guest,Mitchell Moran
7206256,1,68847,main_character,Natalie Nguyen
7206256,2,50412,side_character,Danielle Smith
7206256,3,73774,guest,Stephanie Williams
5863175,1,25221,main_character,Angela Wilson
5863175,2,44294,side_character,Henry Tran
5863175,3,30924,guest,Michael Boyd
2895124,1,24374,main_character,Laura Brown
2895124,2,86967,side_character,Anita Williams
2895124,3,52467,guest,Jo Miller
2991988,1,35497,main_character,Tony Fox
2991988,2,71040,side_character,Robert Robbins
2991988,3,24780,guest,Anna Ingram
7954141,1,59835,main_character,Kristen Barber
7954141,2,56079,side_character,David Nelson
7954141,3,57862,guest,Sandra Burke
9089013,1,34970,main_character,Kelly Warner
9089013,2,91626,side_character,James Craig
9089013,3,34690,guest,Sarah Evans
3620501,1,43682,main_character,Lisa Thompson
3620501,2,40860,side_character,Kathleen Marks
3620501,3,50951,guest,Julie Johnson
9757562,1,85060,main_character,Tonya Parsons
9757562,2,30390,side_character,Daryl Wagner
9757562,3,86037,guest,Molly Arias
9443051,1,23893,main_character,Sara Morales
9443051,2,82624,side_character,Anthony Graham
9443051,3,95652,guest,Ashley Chavez
2438712,1,55702,main_character,Jay Malone
2438712,2,25221,side_character,Alyssa Fowler
2438712,3,96903,guest,Mark Gallagher
7868709,1,72316,main_character,Courtney Fisher
7868709,2,31625,side_character,Kimberly Jones
7868709,3,93081,guest,Sarah Fisher
8068308,1,40891,main_character,Beth Bartlett
8068308,2,83616,side_character,Dustin Benjamin
8068308,3,18315,guest,James Martinez
8863439,1,21954,main_character,Mary Fitzgerald
8863439,2,83241,side_character,Jessica Harris
8863439,3,95117,guest,Amanda Ruiz
6037524,1,54380,main_character,Robyn Jordan
6037524,2,87167,side_character,Jo Williams
6037524,3,34063,guest,Melissa Yu
2979294,1,59613,main_character,Jeremiah Hayden
2979294,2,92079,side_character,Aaron Henry
2979294,3,45964,guest,Joshua Smith
3407852,1,83797,main_character,John Boyd
3407852,2,68230,side_character,Jessica Short
3407852,3,92761,guest,Julie Drake
5536706,1,50901,main_character,Carrie Nash
5536706,2,48628,side_character,Pamela Pineda
5536706,3,88346,guest,Lisa Davis
2152012,1,70676,main_character,Timothy Taylor
2152012,2,86959,side_character,Linda Hodges
2152012,3,71251,guest,Amanda Ford
5674113,1,55788,main_character,Dillon Ortiz
5674113,2,11074,side_character,Marcus Robinson
5674113,3,99156,guest,Sharon Taylor
4253040,1,64441,main_character,Zachary Watkins
4253040,2,67282,side_character,Jonathan Sutton
4253040,3,73724,guest,Nancy Johnson
6418962,1,87743,main_character,Ethan Dickerson
6418962,2,99019,side_character,Carrie Harris
6418962,3,52467,guest,David Pierce
7466939,1,29904,main_character,Leslie King
7466939,2,12112,side_character,Karen Hernandez
7466939,3,45774,guest,Steven Mack
7102257,1,33283,main_character,Nicholas Ibarra
7102257,2,44388,side_character,Johnny Johnson
7102257,3,13022,guest,Cody Leon
2921638,1,58225,main_character,Danielle Moreno
2921638,2,59299,side_character,Aaron Thompson
2921638,3,67054,guest,Melanie Sherman
6777799,1,37211,main_character,Jenna Proctor
6777799,2,78288,side_character,Jeff Riggs
6777799,3,85019,guest,Ronald Gallegos
6355733,1,88786,main_character,Jose Bentley
6355733,2,92778,side_character,Ryan Alvarez
6355733,3,99124,guest,Samantha Flores
3007222,1,72316,main_character,Lee Mercado
3007222,2,39875,side_character,Tina Lee
3007222,3,56954,guest,Janet English
3958378,1,79720,main_character,Erica Underwood
3958378,2,26292,side_character,Lisa Rhodes
3958378,3,23285,guest,Jeremy Schmidt
6451034,1,93710,main_character,Cameron Stevens
6451034,2,73724,side_character,Justin Sullivan
6451034,3,69960,guest,Jason Davis
9319806,1,66782,main_character,John Allen
9319806,2,86525,side_character,Daniel Clark
9319806,3,70278,guest,Brent Gallegos
1887336,1,24543,main_character,Breanna Weiss
1887336,2,28523,side_character,Vincent Spencer
1887336,3,75997,guest,Allen Brennan
5693158,1,60310,main_character,Ruben Jones
5693158,2,34378,side_character,Adam Schwartz
5693158,3,63217,guest,Allison Tran
8469987,1,91887,main_character,Michael Rollins
8469987,2,55166,side_character,Jason Gardner
8469987,3,51032,guest,Mitchell Li
3781944,1,16475,main_character,Rachel Murray
3781944,2,93227,side_character,Jesse Black
3781944,3,50917,guest,Yvette Haynes
5021459,1,91766,main_character,Caitlin Davis
5021459,2,70132,side_character,Michael Holland
5021459,3,33250,guest,Tom Heath
1107848,1,40402,main_character,Ricardo Shaw
1107848,2,92519,side_character,Karen Kelley
1107848,3,38441,guest,Steven Bailey
2676450,1,44408,main_character,Alvin Le
2676450,2,70361,side_character,Alicia Banks
2676450,3,88786,guest,Brandon Turner
1611875,1,53180,main_character,Sarah Holland
1611875,2,36523,side_character,Jeanne Stanley
1611875,3,18664,guest,Michael Snow
5915968,1,97039,main_character,Dustin Bryant
5915968,2,74888,side_character,Courtney Liu
5915968,3,97874,guest,Ian Mcgee
2204996,1,90560,main_character,Jessica Martinez
2204996,2,67065,side_character,Michael Everett
2204996,3,37535,guest,Stephen Richmond
7627401,1,40737,main_character,Erik Warren
7627401,2,96762,side_character,Kevin Anderson
7627401,3,33250,guest,Jennifer Brewer
5475042,1,78288,main_character,Joseph Villa
5475042,2,73040,side_character,Dwayne Campbell
5475042,3,85840,guest,Sarah Vasquez
8816816,1,19930,main_character,Elizabeth Peterson
8816816,2,30614,side_character,Danielle Hansen
8816816,3,24152,guest,Matthew Baker
5532203,1,79476,main_character,Andres Lewis
5532203,2,96308,side_character,Brenda Thornton
5532203,3,33053,guest,Amber Clark
5305121,1,17067,main_character,Brenda Elliott
5305121,2,65198,side_character,Kelsey Pennington
5305121,3,99341,guest,Shannon Smith
6824295,1,29594,main_character,Christian Carlson
6824295,2,79224,side_character,Catherine Robertson
6824295,3,56983,guest,Lauren Mcpherson
3815890,1,50617,main_character,Sierra Sanders
3815890,2,82676,side_character,Jennifer Lowe
3815890,3,60030,guest,Jessica Roberts
4611191,1,10732,main_character,Robert Boyle
4611191,2,67928,side_character,Christopher Montgomery
4611191,3,60315,guest,Zachary Webb
3054553,1,80053,main_character,Nicholas Carlson
3054553,2,22659,side_character,Rhonda Anderson
3054553,3,61127,guest,Steven Baker
7379530,1,67388,main_character,Brandy Stafford
7379530,2,85840,side_character,Reginald Kennedy
7379530,3,58737,guest,Cheryl Booker
9322297,1,31809,main_character,Valerie Cook
9322297,2,73805,side_character,Evelyn George
9322297,3,12854,guest,Samuel Jackson
9463987,1,67928,main_character,Richard Griffith
9463987,2,15016,side_character,Andres Lee
9463987,3,95444,guest,Brooke Bass
7214262,1,19724,main_character,Kristen Martinez
7214262,2,31245,side_character,Taylor Harvey
7214262,3,24322,guest,Marilyn Lopez
1331257,1,96903,main_character,Corey Grant
1331257,2,83332,side_character,Melissa Ortega
1331257,3,44133,guest,Benjamin Benjamin
7404943,1,84806,main_character,Sarah Parker
7404943,2,83367,side_character,Cheryl Maldonado
7404943,3,91887,guest,Timothy Davis
9347018,1,65777,main_character,Laurie Bell
9347018,2,65198,side_character,Tyler Robinson
9347018,3,15705,guest,Amanda King
4406203,1,29594,main_character,Nicole Walsh
4406203,2,60310,side_character,Heather Stevenson
4406203,3,71171,guest,Lisa Peters
6255123,1,88831,main_character,Douglas Hill
6255123,2,75414,side_character,Matthew Hill
6255123,3,12061,guest,Henry Mathews
8673973,1,56110,main_character,Kyle Griffin
8673973,2,93081,side_character,Rebecca Levine
8673973,3,35698,guest,Ryan Johnson
8172435,1,24515,main_character,Gina Hoover
8172435,2,92558,side_character,Eric Lyons
8172435,3,98037,guest,Carrie Cook
4667678,1,51061,main_character,Jamie Roberts
4667678,2,31372,side_character,Laura Cox
4667678,3,29685,guest,Eric Mccoy
8632795,1,19591,main_character,Deborah Saunders
8632795,2,75997,side_character,John Weaver
8632795,3,32419,guest,Elizabeth Smith
8312215,1,57862,main_character,Clifford Davis
8312215,2,90560,side_character,Lindsey Pierce
8312215,3,49003,guest,Robin Mason
8097597,1,80006,main_character,Shawn Roberson
8097597,2,99124,side_character,Jose Perry
8097597,3,83652,guest,Matthew Nolan
1806856,1,86694,main_character,Michael Chavez
1806856,2,44480,side_character,Jared Eaton
1806856,3,99173,guest,Noah Miller
1982844,1,55923,main_character,Jennifer Watts
1982844,2,64422,side_character,Kirk Peck
1982844,3,87669,guest,Kathleen Shaffer
2735931,1,67388,main_character,Laura Hamilton
2735931,2,20159,side_character,Elizabeth Sutton
2735931,3,83241,guest,Megan Shaw
3939303,1,30008,main_character,Michael Rich
3939303,2,83193,side_character,Rachel King
3939303,3,60310,guest,James Lawson
2703258,1,46713,main_character,Kimberly Webb
2703258,2,99700,side_character,Shaun Campbell
2703258,3,43499,guest,Eric Smith
9792099,1,85060,main_character,Deborah Hawkins
9792099,2,56672,side_character,Brittany Skinner
9792099,3,94638,guest,Richard Hester
4988092,1,85810,main_character,Caroline Wilson
4988092,2,63706,side_character,Robert Ramirez
4988092,3,18720,guest,Shelley Ramirez
3903618,1,61668,main_character,Joseph Ruiz
3903618,2,60698,side_character,Michael Ramsey
3903618,3,64422,guest,Vanessa Nelson
4192730,1,81073,main_character,Nicole Smith
4192730,2,58225,side_character,Carlos Bird
4192730,3,33811,guest,Ian Prince
3011033,1,23199,main_character,Briana Figueroa
3011033,2,44553,side_character,Randy Reid
3011033,3,14132,guest,Michael Mays
5865741,1,48697,main_character,Oscar Kelly
5865741,2,84725,side_character,Sarah Vasquez
5865741,3,55671,guest,Seth Webb
6491877,1,50041,main_character,Heather Shannon
6491877,2,83797,side_character,Carolyn Howard
6491877,3,40645,guest,Krista Prince
1805121,1,41991,main_character,Diane Mendoza
1805121,2,88346,side_character,Debra Short
1805121,3,49046,guest,Timothy Stein
8934397,1,26292,main_character,Garrett Gonzalez
8934397,2,36627,side_character,Calvin King
8934397,3,38959,guest,Judith Harris
6103830,1,45223,main_character,Matthew Gordon
6103830,2,27146,side_character,Danny Chandler
6103830,3,10248,guest,Chase Lamb
7931719,1,83035,main_character,Daniel Pacheco
7931719,2,98135,side_character,Robert Thomas
7931719,3,66963,guest,Travis Ryan
4684629,1,96090,main_character,Rachel Murray
4684629,2,70361,side_character,Charles Wilson
4684629,3,94331,guest,Jesse Waters
9710565,1,46751,main_character,William Velasquez
9710565,2,45362,side_character,Susan Colon
9710565,3,90200,guest,Yvette Sanders
6659882,1,65798,main_character,Bailey Parker
6659882,2,44133,side_character,Elizabeth Lee
6659882,3,71913,guest,Johnny Jordan
2479488,1,19268,main_character,Sophia Rodgers
2479488,2,71746,side_character,Brittany Williams
2479488,3,42745,guest,Jeffrey Miles
2998134,1,58225,main_character,Bradley Salinas
2998134,2,16073,side_character,Katherine Obrien
2998134,3,11436,guest,Christina Martinez
3781881,1,55788,main_character,Sarah Booth
3781881,2,48697,side_character,John Taylor
3781881,3,64226,guest,Robin Myers
7394417,1,30245,main_character,Tonya Taylor
7394417,2,31737,side_character,Jon Boyd
7394417,3,69960,guest,Robert Clark
7746419,1,96334,main_character,Nathan Mann
7746419,2,96622,side_character,John Stevenson
7746419,3,83241,guest,Michael Graves
6696447,1,91139,main_character,Maria Farmer
6696447,2,91431,side_character,Maria Carter
6696447,3,37083,guest,Jason Anthony
4843610,1,72475,main_character,Marissa Welch
4843610,2,12854,side_character,Holly Spencer
4843610,3,38959,guest,James Oconnor
4790877,1,77207,main_character,Ryan Boyer
4790877,2,85060,side_character,Samantha Watson
4790877,3,15729,guest,Allen Moses
6854807,1,88608,main_character,Aaron Kelly
6854807,2,92102,side_character,Donald Holt
6854807,3,95491,guest,Stephanie Chambers
9507944,1,54460,main_character,Terri Lee
9507944,2,98258,side_character,Paul Wright
9507944,3,96792,guest,Shirley Warren
8177230,1,69613,main_character,Audrey Sanders
8177230,2,16182,side_character,Kurt Baker
8177230,3,44553,guest,Kathy Gray
5541786,1,14536,main_character,Kayla Sheppard
5541786,2,40860,side_character,Elizabeth Stewart
5541786,3,80284,guest,Jason Cross
6060564,1,41490,main_character,David Carson
6060564,2,66582,side_character,Erik Warren
6060564,3,35698,guest,Michael Campbell
8407361,1,45906,main_character,Brandon Garcia
8407361,2,68960,side_character,Diana Mendoza
8407361,3,50901,guest,Natalie Martin
5142957,1,36771,main_character,Megan Reed
5142957,2,25091,side_character,Mark Miller
5142957,3,33250,guest,Timothy Kline
7919910,1,13323,main_character,Lisa Hansen
7919910,2,85810,side_character,Andrea Davis
7919910,3,19867,guest,Crystal Cook
6930070,1,54147,main_character,Jonathan Roberts
6930070,2,11292,side_character,Jeanne Oneal
6930070,3,95407,guest,Jay Ruiz
8469724,1,32910,main_character,Stephanie Pacheco
8469724,2,59486,side_character,Katie Gonzales
8469724,3,16161,guest,Jay Lawrence
1580999,1,75491,main_character,Cynthia Morales
1580999,2,23838,side_character,Ryan Ray
1580999,3,29594,guest,Lori Escobar
1541737,1,67637,main_character,Rebecca Adams
1541737,2,41991,side_character,Shawn Morales
1541737,3,42968,guest,Mario Garcia
1898335,1,27490,main_character,Michael Malone
1898335,2,63035,side_character,Taylor Hill
1898335,3,51282,guest,Victor Moreno
9756931,1,60315,main_character,Molly Peters
9756931,2,52852,side_character,Lisa Blackwell
9756931,3,69492,guest,Jason Barr
7645307,1,74338,main_character,David Todd
7645307,2,44839,side_character,Cindy Schmidt
7645307,3,55468,guest,Christopher Hoffman
7511963,1,66588,main_character,David Payne
7511963,2,79224,side_character,Matthew Kim
7511963,3,38760,guest,Nicholas Hensley
3613518,1,55171,main_character,Michelle Meyer
3613518,2,25855,side_character,Gary Mathews
3613518,3,62532,guest,Shannon Simmons
